name,body_group,force,muscle_group,equipment,description,steps,grip,video_link
Dumbbell Skullcrusher,Upper Body,Push,Arms,Dumbbell,"Lay flat on the floor or a bench with your fists extended to the ceiling and a neutral grip., Break at the elbows until your fists are by your temples. Then extend your elbows and flex your triceps at the top.","Lay flat on the floor or a bench with your fists extended to the ceiling and a neutral grip., Break at the elbows until your fists are by your temples. Then extend your elbows and flex your triceps at the top.",Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-skullcrusher-front_hgKANkM.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-skullcrusher-side_bgn7Uzz.mp4#t=0.1"
Barbell Skullcrusher,Upper Body,Push,Arms,Barbell,"Barbell Skullcrusher: A Comprehensive GuideSetupChoose a barbell and weight appropriate for your strength levelLie flat on a weight bench with your feet firmly planted on the groundGrasp the barbell with an overhand grip, slightly wider than shoulderwidth apartExtend your arms straight up and position the barbell over your chest, keeping your elbows slightly bentHow to PerformLower the barbell towards your forehead by bending at the elbowsPause at the bottom of the movement, keeping the barbell close to your headUsing your triceps, extend your arms back to the starting positionRepeat for desired number of repsTechniqueKeep your elbows close to your head throughout the exerciseMaintain control of the barbell and avoid letting it drop too quicklyKeep your upper arms stationary and focus on moving only at the elbow jointMake sure to fully extend your arms at the top of the movement for maximum activation of the tricepsThings to AvoidBouncing the barbell off your foreheadUsing too heavy of a weight, causing loss of form and controlFlaring your elbows out too far from your headAllowing your lower back to come off the bench during the exercise","Take a shoulder width grip. Break at the elbows. Try to keep your elbows tucked in. Dont let them flare out., Stop the bar a few inches from your forehead and extend your elbows back up.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-skullcrusher-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-skullcrusher-side.mp4#t=0.1"
Barbell Overhead Tricep Extension,Upper Body,Push,Arms,Barbell,"Be careful getting the bar into place overhead. Push your elbows forward while keeping your elbows tucked in., Look for what feels like a stretch in your triceps. Extend your elbows until your fists are pointed at the ceiling.","Be careful getting the bar into place overhead. Push your elbows forward while keeping your elbows tucked in., Look for what feels like a stretch in your triceps. Extend your elbows until your fists are pointed at the ceiling.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-overhead-extension-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-overhead-extension-side.mp4#t=0.1"
Dumbbell Decline Skullcrusher,Upper Body,Push,Arms,Dumbbell,"Start by lying on a decline bench with a dumbbell in each hand., Hold the dumbbells above your chest with your arms extended and your palms facing each other. This is the starting position., Slowly lower the dumbbells towards your forehead by bending your elbows. Keep your upper arms stationary and only move your forearms., Once the dumbbells are close to your forehead, reverse the motion by extending your elbows and returning to the starting position.","Start by lying on a decline bench with a dumbbell in each hand., Hold the dumbbells above your chest with your arms extended and your palms facing each other. This is the starting position., Slowly lower the dumbbells towards your forehead by bending your elbows. Keep your upper arms stationary and only move your forearms., Once the dumbbells are close to your forehead, reverse the motion by extending your elbows and returning to the starting position.",Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-decline-skullcrusher-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-decline-skullcrusher-side.mp4#t=0.1"
Dumbbell Rolling Tricep Extension,Upper Body,Push,Arms,Dumbbell,"Lay flat on a bench with two dumbbells pointed toward the ceiling., Break at the elbows until your forearms touch your biceps, then flex at the shoulder joint bringing your upper arms to the sides of your head., Bring your elbows back up until they are pointed at the ceiling, then extend your elbows.","Lay flat on a bench with two dumbbells pointed toward the ceiling., Break at the elbows until your forearms touch your biceps, then flex at the shoulder joint bringing your upper arms to the sides of your head., Bring your elbows back up until they are pointed at the ceiling, then extend your elbows.",Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-rolling-tricep-extension-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-rolling-tricep-extension-side.mp4#t=0.1"
Dumbbell Overhead Tricep Extension,Upper Body,Push,Arms,Dumbbell,,,Underhand Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-overhead-tricep-extension-front_XDCPLIr.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-overhead-tricep-extension-side_GLrtump.mp4#t=0.1"
Dumbbell Tricep Kickback,Upper Body,Push,Arms,Dumbbell,"Start by standing with your feet shoulder-width apart and holding a dumbbell in one hand., Bend at the waist and place your opposite hand on your knee for support., From this starting position, extend your arm backwards so that the dumbbell is behind your body., Make sure to keep your elbow close to your body and your core engaged throughout the movement.","Start by standing with your feet shoulder-width apart and holding a dumbbell in one hand., Bend at the waist and place your opposite hand on your knee for support., From this starting position, extend your arm backwards so that the dumbbell is behind your body., Make sure to keep your elbow close to your body and your core engaged throughout the movement.",Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-tricep-kickback-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-tricep-kickback-side.mp4#t=0.1"
Plate Overhead Tricep Extension,Upper Body,Push,Arms,Plate,"Stand or sit with a weight plate in your hands, arms extended straight above your head, Lower the weight plate behind your head by bending at the elbows., Keep your elbows close to your head and shoulders relaxed., Push the weight plate back up to starting position, extending your arms fully.","Stand or sit with a weight plate in your hands, arms extended straight above your head, Lower the weight plate behind your head by bending at the elbows., Keep your elbows close to your head and shoulders relaxed., Push the weight plate back up to starting position, extending your arms fully.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-plate-overhead-tricep-extension-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-plate-overhead-tricep-extension-side.mp4#t=0.1"
Band Rapunzel Pushdown,Upper Body,Push,Arms,Band,"Anchor the band to a high point and face away. Hold the band with both hands, placing your hands shoulder-width apart and keeping your elbows close to your body., Slowly extend your arms downward, keeping your elbows close to your body. Push the band down as far as you can, feeling the contraction in your triceps.","Anchor the band to a high point and face away. Hold the band with both hands, placing your hands shoulder-width apart and keeping your elbows close to your body., Slowly extend your arms downward, keeping your elbows close to your body. Push the band down as far as you can, feeling the contraction in your triceps.",Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-band-rapunzel-pushdown-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-band-rapunzel-pushdown-side.mp4#t=0.1"
Plate Overhead Press To Tricep Extension,Upper Body,Unknown,Arms,Plate,"Brace your core and press the weight plate overhead until your arms are fully extended. Keep your shoulders down and back., While your arms are fully extended, lower the weight behind your head to perform the extension, After completing the extension, lower the weight to your chest, and perform the overhead press. Repeat","Brace your core and press the weight plate overhead until your arms are fully extended. Keep your shoulders down and back., While your arms are fully extended, lower the weight behind your head to perform the extension, After completing the extension, lower the weight to your chest, and perform the overhead press. Repeat",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-plate-overhead-press-to-tricep-extension-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-plate-overhead-press-to-tricep-extension-side.mp4#t=0.1"
