name,body_group,force,muscle_group,equipment,description
UP Cable Cross-Over,Upper Body,Push,Chest,Cable,"The cable cross-over is an isolation movement that uses a cable stack to build bigger and stronger pectoral muscles. Since it's done using adjustable pulleys, you can target different parts of your chest by setting the pulleys at different levels. It is common in upper body and chest-focused muscle-building workouts, often as a pre-exhaust at the beginning of a workout, or a finishing movement at the end. It is often in combination with other presses or flyes to target the chest from different angles."
UP Cable Fly,Upper Body,Push,Chest,Cable,not available
30 Chest Low-To-High Cable Fly,Upper Body,Push,Chest,Cable,not available
30 Chest Incline Cable Fly,Upper Body,Push,Chest,Cable,not available
30 Chest Incline Cable Chest Press,Upper Body,Push,Chest,Cable,not available
30 Chest High-To-Low Cable Press,Upper Body,Push,Chest,Cable,not available
30 Chest High-To-Low Cable Fly,Upper Body,Push,Chest,Cable,not available
30 Chest Shoulder-Height Cable Fly,Upper Body,Push,Chest,Cable,not available
Cable Pec Fly,Upper Body,Push,Chest,Cable,not available
Chest Push (multiple response),Upper Body,Push,Chest,Medicine Ball,not available
Medicine Ball Chest Pass,Upper Body,Push,Chest,Medicine Ball,"The medicine ball pass is a simple partner-based exercise that involves throwing a weighted ball back-and-forth. It can be part of a dynamic warm-up for lifting or athletics, but can also work as active rest or as a component of circuit training."
Medicine ball sprawl to chest press,Upper Body,Push,Chest,Medicine Ball,"The medicine ball sprawl to chest press is a sequence of athletic movements using a medicine ball or other small weight. It involves performing a sprawl with the hands on the ball, followed by a standing chest press holding the ball. It is challenging to the cardiovascular system, but also the muscles of the core, shoulders, and upper back. It can be performed for reps or for time, usually in dedicated ab training or as part of a medicine ball and bodyweight circuit workout."
Medicine ball push-up,Upper Body,Push,Chest,Medicine Ball,"The medicine ball push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. The addition of the medicine ball adds a degree of difficulty and can increase chest and triceps activation."
Chest Push (single response),Upper Body,Push,Chest,Medicine Ball,not available
Chest Push with Run Release,Upper Body,Push,Chest,Medicine Ball,not available
Chest Push from 3 point stance,Upper Body,Push,Chest,Medicine Ball,not available
Dumbbell Bench Press,Upper Body,Push,Chest,Dumbbell,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts."
Dumbbell Flyes,Upper Body,Push,Chest,Dumbbell,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout."
Incline dumbbell bench press,Upper Body,Push,Chest,Dumbbell,"The incline dumbbell bench press is a popular upper-body exercise targeting the upper pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training."
Decline Dumbbell Flyes,Upper Body,Push,Chest,Dumbbell,"The decline dumbbell chest fly is an upper body isolation exercise targeting the lower chest. It will require less weight than a decline press, which makes it a great hypertrophy exercise with high reps."
Reverse-grip incline dumbbell bench press,Upper Body,Push,Chest,Dumbbell,"The reverse-grip incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Pressing with a reverse grip targets the upper chest in particular, especially when performed on an incline. This press variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training."
Incline Dumbbell Flyes,Upper Body,Push,Chest,Dumbbell,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps."
Neutral-grip dumbbell bench press,Upper Body,Push,Chest,Dumbbell,"The neutral-grip dumbbell bench press is a variation on a classic chest-building exercise where the palms face each other instead of forward. This shift puts the elbows closer to the sides, placing more emphasis on the triceps, and perhaps also the inner chest. The neutral-grip press can be performed in lower reps for strength or higher reps for muscle growth."
Decline dumbbell bench press,Upper Body,Push,Chest,Dumbbell,"The decline dumbbell bench press is a popular upper-body exercise targeting the lower pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training."
Single-arm kettlebell row,Upper Body,Push,Chest,Dumbbell,"The single-arm kettlebell row is a popular muscle- and strength-building exercise that works the muscles of the back and core simultaneously. It has all the same benefits as a single-arm dumbbell row, but some people find a kettlebell more comfortable to hold during the movement."
Hammer Grip Incline DB Bench Press,Upper Body,Push,Chest,Dumbbell,not available
Straight-arm dumbbell pull-over,Upper Body,Push,Chest,Dumbbell,"The straight-arm dumbbell pull-over is an exercise that targets the muscles of the pecs, lats, and serratus anterior muscles. Performing this movement with straight arms makes it more difficult, increases the stretch on the serratus muscles and lats, and forces the core to work harder. Old-school bodybuilders would perform pull-overs with light weights for sets of 20 between sets of heavy 20-rep squats, but they are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout."
Incline Dumbbell Bench With Palms Facing In,Upper Body,Push,Chest,Dumbbell,not available
Incline Dumbbell Flyes - With A Twist,Upper Body,Push,Chest,Dumbbell,not available
Bent-arm dumbbell pull-over,Upper Body,Push,Chest,Dumbbell,"The bent-arm dumbbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise targets the pecs, lats, and serratus anterior muscles. Old-school bodybuilders would perform them with light weights for sets of 20 between sets of heavy 20-rep squats, but pull-overs are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout."
Close-grip dumbbell bench press,Upper Body,Push,Chest,Dumbbell,"The close-grip dumbbell bench press is a popular variation of the dumbbell bench press in which the dumbbells are held closer than shoulder width. This places more emphasis on the triceps, and perhaps also the inner chest. The close-grip dumbbell bench press can be performed in lower reps for strength or higher reps for muscle growth."
